GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Loger,com.yevheniikukhol.Logger.Behaviours,SimpleLogBehaviour,79,0,0,0,17,0,5,0,5,0
Loger,com.yevheniikukhol.Logger,Logger,11,0,0,0,5,0,3,0,3,0
Loger,com.yevheniikukhol.Logger,App,22,0,0,0,7,0,2,0,2,0
Loger,com.yevheniikukhol.Logger.Loggers,SimpleLogger,18,0,0,0,6,0,2,0,2,0
